parent-sku,creation-date,name,sku,breeder,price,msrp,pack-size,description,aka,genetics,variety,flowering-time,flowering-type,sex,thc-content,cbd-content,yield,grows,plant-height,medical-conditions,medical-properties,effect,url,image-1,image-2,categories
RQS-NLA-Auto-Fem,"2012-03-13 13:15:56","Northern Light Auto Feminised Seeds",RQS-NLA-Auto-Fem-3,"Royal Queen Seeds",10.8500,23.0000,"3 Seeds","Northern Light Automatic is great for growing indoors but can also been grown outdoors in most climates. The plant starts growing and producing flowers almost immediately, and is ready for harvest in only 9 to 10 weeks from planting the seeds.Northern Light Automatic gives a generous harvest and might be one of the highest-yielding auto-flowering strains available. Growing to a height of around 90-120 cm, it is quite a large plant for an auto-flowering variety, but this is matched in its yield. Outdoors in Spain some plants have produced up to 200 gr, though around 90 gr. is the average in good conditions indoors.Much like the original Northern Lights, our Northern Lights Automatic has a nice, sweet taste and a comfortable physical effect. It’s the same classic strain, just with an auto-flowering twist. Which also makes it a great plant for medical users.",,"Northern light x Ruderalis","Mostly Indica","9 - 10 weeks",Autoflowering,Feminised,14%,"Low (0-1%)",High,"Grows indoors,Grows outdoors","90 - 120 cm",,Yes,"Body,Relaxing,Uplifting",https://tiger-one.eu/en/categories/autoflowering-cannabis-seeds/northern-light-automatic-feminised-seeds-3,,,"Royal Queen Seeds, Wholesale Cannabis Seeds, Autoflowering Cannabis Seeds"
RQS-NLA-Auto-Fem,"2012-03-13 13:16:48","Northern Light Auto Feminised Seeds",RQS-NLA-Auto-Fem-5,"Royal Queen Seeds",16.5000,35.0000,"5 Seeds","Northern Light Automatic is great for growing indoors but can also been grown outdoors in most climates. The plant starts growing and producing flowers almost immediately, and is ready for harvest in only 9 to 10 weeks from planting the seeds.Northern Light Automatic gives a generous harvest and might be one of the highest-yielding auto-flowering strains available. Growing to a height of around 90-120 cm, it is quite a large plant for an auto-flowering variety, but this is matched in its yield. Outdoors in Spain some plants have produced up to 200 gr, though around 90 gr. is the average in good conditions indoors.Much like the original Northern Lights, our Northern Lights Automatic has a nice, sweet taste and a comfortable physical effect. It’s the same classic strain, just with an auto-flowering twist. Which also makes it a great plant for medical users.",,"Northern light x Ruderalis","Mostly Indica","9 - 10 weeks",Autoflowering,Feminised,14%,"Low (0-1%)",High,"Grows indoors,Grows outdoors","90 - 120 cm",,Yes,"Body,Relaxing,Uplifting",https://tiger-one.eu/en/categories/autoflowering-cannabis-seeds/northern-light-automatic-feminised-seeds-5,,,"Royal Queen Seeds, Wholesale Cannabis Seeds, Autoflowering Cannabis Seeds"
RQS-RAA-Auto-Fem,"2012-03-13 13:27:13","Royal AK Auto Feminised Seeds",RQS-RAA-Auto-Fem,"Royal Queen Seeds",0.0000,8.5000,,"We crossed the classic AK47 with our best auto-flowering genetics. Much like the original, this auto-flowering hybrid produces potent resin-covered buds, with a somewhat spicy yet sweet taste. The aroma is almost like musky, sweet incense.Royal AK Automatic’s high is happy and active, giving a nice up high balanced with a gentle body stone. Strong and smooth just like the original. The only real difference is that the Royal AK Automatic is easier to grow and can be harvested in just 9 to 10 weeks after planting the seed.It will grow to a maximum height of around 80 to 100 cm, this allows Royal AK Automatic to be grown almost anywhere. This potent auto-flowering strain gives great yields in the right conditions, producing up to 160 g per plant! Like all of our strains, the Royal AK Automatic seeds are feminized, making them even easier to grow.",,"AK47 x Autoflowering strains","Indica / Sativa","9 - 10 weeks",Autoflowering,Feminised,15%,"Low (0-1%)","Medium,High","Grows indoors,Grows outdoors","80 - 100 cm",,,"Happy,Relaxing,Uplifting",https://tiger-one.eu/en/categories/autoflowering-cannabis-seeds/royal-ak-automatic-feminised-seeds,http://tiger-one.eu/media/catalog/product/r/o/royal_ak_automatic_1.jpg,http://tiger-one.eu/media/catalog/product/a/u/auto-royalakautomatic.jpg,"Royal Queen Seeds, Wholesale Cannabis Seeds, Autoflowering Cannabis Seeds"
RQS-RAA-Auto-Fem,"2012-03-13 13:28:25","Royal AK Auto Feminised Seeds",RQS-RAA-Auto-Fem-1,"Royal Queen Seeds",4.0000,8.5000,"1 Seed","We crossed the classic AK47 with our best auto-flowering genetics. Much like the original, this auto-flowering hybrid produces potent resin-covered buds, with a somewhat spicy yet sweet taste. The aroma is almost like musky, sweet incense.Royal AK Automatic’s high is happy and active, giving a nice up high balanced with a gentle body stone. Strong and smooth just like the original. The only real difference is that the Royal AK Automatic is easier to grow and can be harvested in just 9 to 10 weeks after planting the seed.It will grow to a maximum height of around 80 to 100 cm, this allows Royal AK Automatic to be grown almost anywhere. This potent auto-flowering strain gives great yields in the right conditions, producing up to 160 g per plant! Like all of our strains, the Royal AK Automatic seeds are feminized, making them even easier to grow.",,"AK47 x Autoflowering strains","Indica / Sativa","9 - 10 weeks",Autoflowering,Feminised,15%,"Low (0-1%)","Medium,High","Grows indoors,Grows outdoors","80 - 100 cm",,,"Happy,Relaxing,Uplifting",https://tiger-one.eu/en/categories/autoflowering-cannabis-seeds/royal-ak-automatic-feminised-seeds-1,,,"Royal Queen Seeds, Wholesale Cannabis Seeds, Autoflowering Cannabis Seeds"
RQS-RAA-Auto-Fem,"2012-03-13 13:28:57","Royal AK Auto Feminised Seeds",RQS-RAA-Auto-Fem-3,"Royal Queen Seeds",10.1500,21.5000,"3 Seeds","We crossed the classic AK47 with our best auto-flowering genetics. Much like the original, this auto-flowering hybrid produces potent resin-covered buds, with a somewhat spicy yet sweet taste. The aroma is almost like musky, sweet incense.Royal AK Automatic’s high is happy and active, giving a nice up high balanced with a gentle body stone. Strong and smooth just like the original. The only real difference is that the Royal AK Automatic is easier to grow and can be harvested in just 9 to 10 weeks after planting the seed.It will grow to a maximum height of around 80 to 100 cm, this allows Royal AK Automatic to be grown almost anywhere. This potent auto-flowering strain gives great yields in the right conditions, producing up to 160 g per plant! Like all of our strains, the Royal AK Automatic seeds are feminized, making them even easier to grow.",,"AK47 x Autoflowering strains","Indica / Sativa","9 - 10 weeks",Autoflowering,Feminised,15%,"Low (0-1%)","Medium,High","Grows indoors,Grows outdoors","80 - 100 cm",,,"Happy,Relaxing,Uplifting",https://tiger-one.eu/en/categories/autoflowering-cannabis-seeds/royal-ak-automatic-feminised-seeds-3,,,"Royal Queen Seeds, Wholesale Cannabis Seeds, Autoflowering Cannabis Seeds"
RQS-RAA-Auto-Fem,"2012-03-13 13:29:38","Royal AK Auto Feminised Seeds",RQS-RAA-Auto-Fem-5,"Royal Queen Seeds",15.3500,32.5000,"5 Seeds","We crossed the classic AK47 with our best auto-flowering genetics. Much like the original, this auto-flowering hybrid produces potent resin-covered buds, with a somewhat spicy yet sweet taste. The aroma is almost like musky, sweet incense.Royal AK Automatic’s high is happy and active, giving a nice up high balanced with a gentle body stone. Strong and smooth just like the original. The only real difference is that the Royal AK Automatic is easier to grow and can be harvested in just 9 to 10 weeks after planting the seed.It will grow to a maximum height of around 80 to 100 cm, this allows Royal AK Automatic to be grown almost anywhere. This potent auto-flowering strain gives great yields in the right conditions, producing up to 160 g per plant! Like all of our strains, the Royal AK Automatic seeds are feminized, making them even easier to grow.",,"AK47 x Autoflowering strains","Indica / Sativa","9 - 10 weeks",Autoflowering,Feminised,15%,"Low (0-1%)","Medium,High","Grows indoors,Grows outdoors","80 - 100 cm",,,"Happy,Relaxing,Uplifting",https://tiger-one.eu/en/categories/autoflowering-cannabis-seeds/royal-ak-automatic-feminised-seeds-5,,,"Royal Queen Seeds, Wholesale Cannabis Seeds, Autoflowering Cannabis Seeds"
RQS-BRA-Auto-Fem,"2012-03-13 13:38:09","Royal Blue Auto Feminised Seeds",RQS-BRA-Auto-Fem,"Royal Queen Seeds",0.0000,9.0000,,"This is our feminised auto-flowering version of the famous Blueberry, known worldwide for its sweet berry flavour and aroma. We already had a great version of this plant in our Blue Mystic but now we have an auto-flowering variety to give you even more choice.We crossed our auto-flowering strains with the best genetics from the Blue Family, the classic cross of Thailand races, Thai hybrids and an old school Afghan bred by legendary breeders in California and Oregon. This produced our Royal Bluematic. Thanks to the auto-flowering genetics, this plant is now easier to grow and you can harvest just 8 to 9 weeks after planting the seeds.Royal Bluematic grows to a medium-to-tall height for an auto-flowering variety, averaging around 60-75 cm. Like most auto-flowering varieties, it will grow very few side branches and dedicates all its energy to producing one large main bud. It will produce on average around 120 g per plant.Due to its mostly Indica genetics, Royal Bluematic has a smooth, relaxing stoned effect. The flavour is much like our Blue Mystic, a sweet smell and blueberry-like taste. It is an easy plant to grow, with a good taste and effect; the perfect combination. ",,"Blueberry x Autoflowering strains","Mostly Indica","8 - 9 weeks",Autoflowering,Feminised,15%,"Medium (1-5%)","Medium,High","Grows indoors,Grows outdoors","Indoors: 60 -75 cm; Outdoors: 70 - 100 cm.",,,"Body,Relaxing",https://tiger-one.eu/en/categories/autoflowering-cannabis-seeds/royal-bluematic-automatic-feminised-seeds,http://tiger-one.eu/media/catalog/product/r/o/royal_bluematic_1_1.jpg,http://tiger-one.eu/media/catalog/product/a/u/auto-royalbluematic.jpg,"Royal Queen Seeds, Wholesale Cannabis Seeds, Autoflowering Cannabis Seeds"
RQS-BRA-Auto-Fem,"2012-03-13 13:39:04","Royal Blue Auto Feminised Seeds",RQS-BRA-Auto-Fem-1,"Royal Queen Seeds",4.2500,9.0000,"1 Seed","This is our feminised auto-flowering version of the famous Blueberry, known worldwide for its sweet berry flavour and aroma. We already had a great version of this plant in our Blue Mystic but now we have an auto-flowering variety to give you even more choice.We crossed our auto-flowering strains with the best genetics from the Blue Family, the classic cross of Thailand races, Thai hybrids and an old school Afghan bred by legendary breeders in California and Oregon. This produced our Royal Bluematic. Thanks to the auto-flowering genetics, this plant is now easier to grow and you can harvest just 8 to 9 weeks after planting the seeds.Royal Bluematic grows to a medium-to-tall height for an auto-flowering variety, averaging around 60-75 cm. Like most auto-flowering varieties, it will grow very few side branches and dedicates all its energy to producing one large main bud. It will produce on average around 120 g per plant.Due to its mostly Indica genetics, Royal Bluematic has a smooth, relaxing stoned effect. The flavour is much like our Blue Mystic, a sweet smell and blueberry-like taste. It is an easy plant to grow, with a good taste and effect; the perfect combination. ",,"Blueberry x Autoflowering strains","Mostly Indica","8 - 9 weeks",Autoflowering,Feminised,15%,"Medium (1-5%)","Medium,High","Grows indoors,Grows outdoors","Indoors: 60 -75 cm; Outdoors: 70 - 100 cm.",,,"Body,Relaxing",https://tiger-one.eu/en/categories/autoflowering-cannabis-seeds/royal-bluematic-automatic-feminised-seeds-1,,,"Royal Queen Seeds, Wholesale Cannabis Seeds, Autoflowering Cannabis Seeds"
RQS-BRA-Auto-Fem,"2012-03-13 13:39:41","Royal Blue Auto Feminised Seeds",RQS-BRA-Auto-Fem-3,"Royal Queen Seeds",10.8500,23.0000,"3 Seeds","This is our feminised auto-flowering version of the famous Blueberry, known worldwide for its sweet berry flavour and aroma. We already had a great version of this plant in our Blue Mystic but now we have an auto-flowering variety to give you even more choice.We crossed our auto-flowering strains with the best genetics from the Blue Family, the classic cross of Thailand races, Thai hybrids and an old school Afghan bred by legendary breeders in California and Oregon. This produced our Royal Bluematic. Thanks to the auto-flowering genetics, this plant is now easier to grow and you can harvest just 8 to 9 weeks after planting the seeds.Royal Bluematic grows to a medium-to-tall height for an auto-flowering variety, averaging around 60-75 cm. Like most auto-flowering varieties, it will grow very few side branches and dedicates all its energy to producing one large main bud. It will produce on average around 120 g per plant.Due to its mostly Indica genetics, Royal Bluematic has a smooth, relaxing stoned effect. The flavour is much like our Blue Mystic, a sweet smell and blueberry-like taste. It is an easy plant to grow, with a good taste and effect; the perfect combination. ",,"Blueberry x Autoflowering strains","Mostly Indica","8 - 9 weeks",Autoflowering,Feminised,15%,"Medium (1-5%)","Medium,High","Grows indoors,Grows outdoors","Indoors: 60 -75 cm; Outdoors: 70 - 100 cm.",,,"Body,Relaxing",https://tiger-one.eu/en/categories/autoflowering-cannabis-seeds/royal-bluematic-automatic-feminised-seeds-3,,,"Royal Queen Seeds, Wholesale Cannabis Seeds, Autoflowering Cannabis Seeds"
RQS-BRA-Auto-Fem,"2012-03-13 13:40:17","Royal Blue Auto Feminised Seeds",RQS-BRA-Auto-Fem-5,"Royal Queen Seeds",16.5000,35.0000,"5 Seeds","This is our feminised auto-flowering version of the famous Blueberry, known worldwide for its sweet berry flavour and aroma. We already had a great version of this plant in our Blue Mystic but now we have an auto-flowering variety to give you even more choice.We crossed our auto-flowering strains with the best genetics from the Blue Family, the classic cross of Thailand races, Thai hybrids and an old school Afghan bred by legendary breeders in California and Oregon. This produced our Royal Bluematic. Thanks to the auto-flowering genetics, this plant is now easier to grow and you can harvest just 8 to 9 weeks after planting the seeds.Royal Bluematic grows to a medium-to-tall height for an auto-flowering variety, averaging around 60-75 cm. Like most auto-flowering varieties, it will grow very few side branches and dedicates all its energy to producing one large main bud. It will produce on average around 120 g per plant.Due to its mostly Indica genetics, Royal Bluematic has a smooth, relaxing stoned effect. The flavour is much like our Blue Mystic, a sweet smell and blueberry-like taste. It is an easy plant to grow, with a good taste and effect; the perfect combination. ",,"Blueberry x Autoflowering strains","Mostly Indica","8 - 9 weeks",Autoflowering,Feminised,15%,"Medium (1-5%)","Medium,High","Grows indoors,Grows outdoors","Indoors: 60 -75 cm; Outdoors: 70 - 100 cm.",,,"Body,Relaxing",https://tiger-one.eu/en/categories/autoflowering-cannabis-seeds/royal-bluematic-automatic-feminised-seeds-5,,,"Royal Queen Seeds, Wholesale Cannabis Seeds, Autoflowering Cannabis Seeds"
RQS-RCRA-Auto-Fem,"2012-03-13 16:12:45","Royal Crea Auto Feminised Seeds",RQS-RCRA-Auto-Fem,"Royal Queen Seeds",0.0000,8.0000,,"We took our best autoflowering genetics and crossed them with Cream Caramel, a popular Spanish Indica strain which is a cross of BlueBlack, Maple Leaf Indica and White Rhino. Known for its intense, sweet caramel flavour and strong physical effects. The result is our Royal Creamatic, a strain that retains the sweet caramel aroma and strong effects but is much quicker and easier to grow.The Royal Creamatic is a small-to-medium sized autoflowering feminized variety, which means you’ll have only bud-producing female plants and no unwanted male plants taking up space. Generally, it will grow one main big bud and just a few small side branches. This is a powerful plant that flowers quickly, growing to a maximum height of around 70-100 cm. This makes it ideal for smaller indoor gardens where more plants can be placed in the area.Even though small, The Royal Creamatic can produce from 165 g if treated right. Ready for harvest just 8 weeks after planting the seeds. This is a top quality autoflowering variety that produces dense, resin-covered buds with a great taste and a heavy, relaxing physical effect.",,"Cream Caramel x Autoflowering strains","Mostly Indica","7 - 8 weeks",Autoflowering,Feminised,15%,"Medium (1-5%)",Medium,"Grows indoors,Grows outdoors","60 - 100 cm",,,"Body,Physical,Powerful,Relaxing",https://tiger-one.eu/en/categories/autoflowering-cannabis-seeds/royal-creamatic-automatic-feminised-seeds,http://tiger-one.eu/media/catalog/product/a/u/auto-royalcreamatic.jpg,http://tiger-one.eu/media/catalog/product/r/o/royal-creamatic-2.jpg,"Royal Queen Seeds, Wholesale Cannabis Seeds, Autoflowering Cannabis Seeds"
RQS-RCRA-Auto-Fem,"2012-03-13 16:15:03","Royal Crea Auto Feminised Seeds",RQS-RCRA-Auto-Fem-1,"Royal Queen Seeds",3.7500,8.0000,"1 Seed","We took our best autoflowering genetics and crossed them with Cream Caramel, a popular Spanish Indica strain which is a cross of BlueBlack, Maple Leaf Indica and White Rhino. Known for its intense, sweet caramel flavour and strong physical effects. The result is our Royal Creamatic, a strain that retains the sweet caramel aroma and strong effects but is much quicker and easier to grow.The Royal Creamatic is a small-to-medium sized autoflowering feminized variety, which means you’ll have only bud-producing female plants and no unwanted male plants taking up space. Generally, it will grow one main big bud and just a few small side branches. This is a powerful plant that flowers quickly, growing to a maximum height of around 70-100 cm. This makes it ideal for smaller indoor gardens where more plants can be placed in the area.Even though small, The Royal Creamatic can produce from 165 g if treated right. Ready for harvest just 8 weeks after planting the seeds. This is a top quality autoflowering variety that produces dense, resin-covered buds with a great taste and a heavy, relaxing physical effect.",,"Cream Caramel x Autoflowering strains","Mostly Indica","7 - 8 weeks",Autoflowering,Feminised,15%,"Medium (1-5%)",Medium,"Grows indoors,Grows outdoors","60 - 100 cm",,,"Body,Physical,Powerful,Relaxing",https://tiger-one.eu/en/categories/autoflowering-cannabis-seeds/royal-creamatic-automatic-feminised-seeds-1,,,"Royal Queen Seeds, Wholesale Cannabis Seeds, Autoflowering Cannabis Seeds"
RQS-RCRA-Auto-Fem,"2012-03-13 16:15:41","Royal Crea Auto Feminised Seeds",RQS-RCRA-Auto-Fem-3,"Royal Queen Seeds",9.4500,20.0000,"3 Seeds","We took our best autoflowering genetics and crossed them with Cream Caramel, a popular Spanish Indica strain which is a cross of BlueBlack, Maple Leaf Indica and White Rhino. Known for its intense, sweet caramel flavour and strong physical effects. The result is our Royal Creamatic, a strain that retains the sweet caramel aroma and strong effects but is much quicker and easier to grow.The Royal Creamatic is a small-to-medium sized autoflowering feminized variety, which means you’ll have only bud-producing female plants and no unwanted male plants taking up space. Generally, it will grow one main big bud and just a few small side branches. This is a powerful plant that flowers quickly, growing to a maximum height of around 70-100 cm. This makes it ideal for smaller indoor gardens where more plants can be placed in the area.Even though small, The Royal Creamatic can produce from 165 g if treated right. Ready for harvest just 8 weeks after planting the seeds. This is a top quality autoflowering variety that produces dense, resin-covered buds with a great taste and a heavy, relaxing physical effect.",,"Cream Caramel x Autoflowering strains","Mostly Indica","7 - 8 weeks",Autoflowering,Feminised,15%,"Medium (1-5%)",Medium,"Grows indoors,Grows outdoors","60 - 100 cm",,,"Body,Physical,Powerful,Relaxing",https://tiger-one.eu/en/categories/autoflowering-cannabis-seeds/royal-creamatic-automatic-feminised-seeds-3,,,"Royal Queen Seeds, Wholesale Cannabis Seeds, Autoflowering Cannabis Seeds"
RQS-RCRA-Auto-Fem,"2012-03-13 16:16:17","Royal Crea Auto Feminised Seeds",RQS-RCRA-Auto-Fem-5,"Royal Queen Seeds",14.1500,30.0000,"5 Seeds","We took our best autoflowering genetics and crossed them with Cream Caramel, a popular Spanish Indica strain which is a cross of BlueBlack, Maple Leaf Indica and White Rhino. Known for its intense, sweet caramel flavour and strong physical effects. The result is our Royal Creamatic, a strain that retains the sweet caramel aroma and strong effects but is much quicker and easier to grow.The Royal Creamatic is a small-to-medium sized autoflowering feminized variety, which means you’ll have only bud-producing female plants and no unwanted male plants taking up space. Generally, it will grow one main big bud and just a few small side branches. This is a powerful plant that flowers quickly, growing to a maximum height of around 70-100 cm. This makes it ideal for smaller indoor gardens where more plants can be placed in the area.Even though small, The Royal Creamatic can produce from 165 g if treated right. Ready for harvest just 8 weeks after planting the seeds. This is a top quality autoflowering variety that produces dense, resin-covered buds with a great taste and a heavy, relaxing physical effect.",,"Cream Caramel x Autoflowering strains","Mostly Indica","7 - 8 weeks",Autoflowering,Feminised,15%,"Medium (1-5%)",Medium,"Grows indoors,Grows outdoors","60 - 100 cm",,,"Body,Physical,Powerful,Relaxing",https://tiger-one.eu/en/categories/autoflowering-cannabis-seeds/royal-creamatic-automatic-feminised-seeds-5,,,"Royal Queen Seeds, Wholesale Cannabis Seeds, Autoflowering Cannabis Seeds"
RQS-OMA-Auto-Fem,"2012-03-13 16:51:10","Outdoor Mix Auto Feminised Seeds",RQS-OMA-Auto-Fem,"Royal Queen Seeds",0.0000,21.5000,,"This is a mixed packet with a selection of the original and new autoflowering strains from Royal Queen Seeds. All varieties are feminised. This combination features some of the most amazing new autoflowering hybrids - Northern Light Automatic, Royal AK Automatic and Royal Bluematic. Royal Bluematic will be ready to harvest in 8 to 9 weeks. Royal AK Automatic and Northern Light Automatic will take a little bit longer, finishing in around 9 to 10 weeks.There are also some classic autoflowering strains including Royal Dwarf, Easy Bud, Quick One and Royal Automatic.  All of these varieties will be ready to harvest from seed in just 8 to 9 weeks.﻿",,"Northern Light Automatic, Royal AK Automatic, Royal Bluematic, Royal Dwarf, Easy Bud, Quick One and Royal Automatic",,"8 - 10 weeks",Autoflowering,Feminised,,Unknown,Medium,"Grows indoors,Grows outdoors",Mixed,,,,https://tiger-one.eu/en/categories/autoflowering-cannabis-seeds/outdoor-mix-autoflowering-feminised-seeds,http://tiger-one.eu/media/catalog/product/a/u/autofloweing_outdoor_mix_1.jpg,,"Royal Queen Seeds, Wholesale Cannabis Seeds, Autoflowering Cannabis Seeds"
RQS-RDA-Auto-Fem,"2012-03-14 11:36:32","Royal Dwarf Auto Feminised Seeds",RQS-RDA-Auto-Fem,"Royal Queen Seeds",0.0000,6.0000,,"With a similar genetic background to our Easy Bud but crossed with Skunk to create a new auto-flowering feminised variety. We call this bonsai-like auto-flowering variety Royal Dwarf.Royal Dwarf is a very compact plant. This compact structure, along with its tight buds, make it ideal for growing indoors or outdoors in reduced spaces. It is a mix of some of our best auto-flowering strains crossed with an exceptional skunk female, which was then was crossed back to the auto-flowering parent to retain its amazing auto-flowering ability.The Skunk has given it a different flavour and slightly larger yield than other auto-flowering varieties. This compact plant can produce up to 60 g a plant. Like most Skunk hybrids, Royal Dwarf has a very strong aroma and hard resin-covered buds. Small and mighty, Royal Dwarf grows quickly, reaching an average height of 40 to 60 cm. Ready for harvest in just 8 to 9 weeks. The effect is much like a good old Skunk variety. It gives a mild social high and relaxing body stone. Small and easy to grow, this plant is great for any grower wanting to try out a different auto-flowering variety.",,"Skunk x Autoflowering varieties ","Mostly Sativa","8 - 9 weeks",Autoflowering,Feminised,13%,"Low (0-1%)",Low,"Grows indoors,Grows outdoors","40 - 90 cm",,,"Body,Relaxing,Talkative",https://tiger-one.eu/en/categories/autoflowering-cannabis-seeds/royal-dwarf-automatic-feminised-seeds,http://tiger-one.eu/media/catalog/product/r/o/royal_dwarf_1.jpg,http://tiger-one.eu/media/catalog/product/a/u/auto-royaldwarf.jpg,"Royal Queen Seeds, Wholesale Cannabis Seeds, Autoflowering Cannabis Seeds"
RQS-RDA-Auto-Fem,"2012-03-14 11:37:41","Royal Dwarf Auto Feminised Seeds",RQS-RDA-Auto-Fem-1,"Royal Queen Seeds",2.8500,6.0000,"1 Seed","With a similar genetic background to our Easy Bud but crossed with Skunk to create a new auto-flowering feminised variety. We call this bonsai-like auto-flowering variety Royal Dwarf.Royal Dwarf is a very compact plant. This compact structure, along with its tight buds, make it ideal for growing indoors or outdoors in reduced spaces. It is a mix of some of our best auto-flowering strains crossed with an exceptional skunk female, which was then was crossed back to the auto-flowering parent to retain its amazing auto-flowering ability.The Skunk has given it a different flavour and slightly larger yield than other auto-flowering varieties. This compact plant can produce up to 60 g a plant. Like most Skunk hybrids, Royal Dwarf has a very strong aroma and hard resin-covered buds. Small and mighty, Royal Dwarf grows quickly, reaching an average height of 40 to 60 cm. Ready for harvest in just 8 to 9 weeks. The effect is much like a good old Skunk variety. It gives a mild social high and relaxing body stone. Small and easy to grow, this plant is great for any grower wanting to try out a different auto-flowering variety.",,"Skunk x Autoflowering varieties ","Mostly Sativa","8 - 9 weeks",Autoflowering,Feminised,13%,"Low (0-1%)",Low,"Grows indoors,Grows outdoors","40 - 90 cm",,,"Body,Relaxing,Talkative",https://tiger-one.eu/en/categories/autoflowering-cannabis-seeds/royal-dwarf-automatic-feminised-seeds-1,,,"Royal Queen Seeds, Wholesale Cannabis Seeds, Autoflowering Cannabis Seeds"
RQS-RDA-Auto-Fem,"2012-03-14 11:38:10","Royal Dwarf Auto Feminised Seeds",RQS-RDA-Auto-Fem-3,"Royal Queen Seeds",7.1000,15.0000,"3 Seeds","With a similar genetic background to our Easy Bud but crossed with Skunk to create a new auto-flowering feminised variety. We call this bonsai-like auto-flowering variety Royal Dwarf.Royal Dwarf is a very compact plant. This compact structure, along with its tight buds, make it ideal for growing indoors or outdoors in reduced spaces. It is a mix of some of our best auto-flowering strains crossed with an exceptional skunk female, which was then was crossed back to the auto-flowering parent to retain its amazing auto-flowering ability.The Skunk has given it a different flavour and slightly larger yield than other auto-flowering varieties. This compact plant can produce up to 60 g a plant. Like most Skunk hybrids, Royal Dwarf has a very strong aroma and hard resin-covered buds. Small and mighty, Royal Dwarf grows quickly, reaching an average height of 40 to 60 cm. Ready for harvest in just 8 to 9 weeks. The effect is much like a good old Skunk variety. It gives a mild social high and relaxing body stone. Small and easy to grow, this plant is great for any grower wanting to try out a different auto-flowering variety.",,"Skunk x Autoflowering varieties ","Mostly Sativa","8 - 9 weeks",Autoflowering,Feminised,13%,"Low (0-1%)",Low,"Grows indoors,Grows outdoors","40 - 90 cm",,,"Body,Relaxing,Talkative",https://tiger-one.eu/en/categories/autoflowering-cannabis-seeds/royal-dwarf-automatic-feminised-seeds-3,,,"Royal Queen Seeds, Wholesale Cannabis Seeds, Autoflowering Cannabis Seeds"
RQS-RDA-Auto-Fem,"2012-03-14 11:38:43","Royal Dwarf Auto Feminised Seeds",RQS-RDA-Auto-Fem-5,"Royal Queen Seeds",11.8000,25.0000,"5 Seeds","With a similar genetic background to our Easy Bud but crossed with Skunk to create a new auto-flowering feminised variety. We call this bonsai-like auto-flowering variety Royal Dwarf.Royal Dwarf is a very compact plant. This compact structure, along with its tight buds, make it ideal for growing indoors or outdoors in reduced spaces. It is a mix of some of our best auto-flowering strains crossed with an exceptional skunk female, which was then was crossed back to the auto-flowering parent to retain its amazing auto-flowering ability.The Skunk has given it a different flavour and slightly larger yield than other auto-flowering varieties. This compact plant can produce up to 60 g a plant. Like most Skunk hybrids, Royal Dwarf has a very strong aroma and hard resin-covered buds. Small and mighty, Royal Dwarf grows quickly, reaching an average height of 40 to 60 cm. Ready for harvest in just 8 to 9 weeks. The effect is much like a good old Skunk variety. It gives a mild social high and relaxing body stone. Small and easy to grow, this plant is great for any grower wanting to try out a different auto-flowering variety.",,"Skunk x Autoflowering varieties ","Mostly Sativa","8 - 9 weeks",Autoflowering,Feminised,13%,"Low (0-1%)",Low,"Grows indoors,Grows outdoors","40 - 90 cm",,,"Body,Relaxing,Talkative",https://tiger-one.eu/en/categories/autoflowering-cannabis-seeds/royal-dwarf-automatic-feminised-seeds-5,,,"Royal Queen Seeds, Wholesale Cannabis Seeds, Autoflowering Cannabis Seeds"
RQS-EBS-Auto-Fem,"2012-03-14 11:51:08","Easy Bud Auto Feminised Seeds",RQS-EBS-Auto-Fem,"Royal Queen Seeds",0.0000,7.0000,,"Most of our auto-flowering feminized strains are easy to grow. This one, however, is so easy to grow that we had to call it Easy Bud. Easy Bud is very similar to the auto-flowering strain White Dwarf. It is a cross between auto-flowering Ruderalis and strong Indica strains. The auto-flowering Ruderalis genetics mean it can grow almost anywhere. And it will flower automatically after just a few weeks. The Indica genetics have given it a stronger smoke and a relaxing physical effect.Easy Bud will grow and flower from seed in just 8 to 9 weeks. The plants stay small, growing to an average height of 50 to 60 cm. This allows it to be grown in small grow rooms or areas that may not accommodate larger plants. For such a small, easy-to-grow plant, Easy Bud gives fair yields and, in good conditions, will yield around 100g per plant. The buds have quite a strong, skunky smell and a sweet taste. This is a great variety for people who just want a nice and easy grow. Whether you are a first-time grower or just looking for something different to grow, it’s easy with Easy Bud.",,"White Indica x Ruderalis","Mostly Indica","8 - 9 weeks",Autoflowering,Feminised,12%,"Low (0-1%)",Medium,"Grows indoors,Grows outdoors","Indoors: 50 - 60 cm; Outdoors: 60 - 110 cm.",,,"Physical,Relaxing",https://tiger-one.eu/en/categories/autoflowering-cannabis-seeds/easy-bud-automatic-feminised-seeds,http://tiger-one.eu/media/catalog/product/a/u/auto-easybud.jpg,http://tiger-one.eu/media/catalog/product/e/a/easy_bud_1.jpg,"Royal Queen Seeds, Wholesale Cannabis Seeds, Autoflowering Cannabis Seeds"
